StationNum,StationName
555, '党史纪念馆'
556, '党校'
557, '党校站'
558, '八中'
559, '八大湖公园'
560, '八通钢构'
561, '八里三村'
562, '八里庄社区'
563, '八零小伙'
564, '公交总站'
565, '公园路'
566, '公园路站'
567, '公安局'
568, '公安局站'
569, '公用事业集团'
570, '公路站'
571, '六合桥站'
572, '六合社区'
573, '六合社区北'
574, '六合社区北站'
575, '六合社区南站'
576, '六合社区站'
577, '六汪'
578, '六汪便民中心'
579, '六汪枢纽站'
580, '六汪枢纽站(东丰路)'
581, '六汪西'
582, '兰东'
583, '兰东路'
584, '兰亭小学'
585, '兰家庄'
586, '兰山'
587, '兰欧酒店'
588, '兴华苑'
589, '兴国路'
590, '兴国路永平路'
591, '兴国路重庆中路'
592, '兴城路'
593, '兴城路四流北路站'
594, '兴城路站'
595, '兴宝苑'
596, '兴旺花园'
597, '兴阳路西站'
598, '兴阳路锦城路站'
599, '兴阳路靖城路'
600, '兴隆一路'
601, '兴隆一路兴隆路'
602, '兴隆家园'
603, '兴隆庄北'
604, '兴隆花园'
605, '兴隆路宜昌路'
606, '内蒙古路长春路'
607, '军工产业发展中心'
608, '军民融合学院'
609, '农业大学'
610, '农业大学东站'
611, '农业大学西站'
612, '农大宿舍'
613, '农高区管委'
614, '冯北'
615, '冯家坊'
616, '冯家坊村委'
617, '冯家坊站'
618, '冯家滩'
619, '冯家滩站'
620, '冷家小庄'
621, '冷家庄'
622, '冷家沙沟'
623, '冷家阿洛'
624, '凤凰台小学'
625, '凤凰山公园'
626, '凤凰山路东岳路'
627, '凤凰山路北站'
628, '凤凰山路地铁站'
629, '凤凰山路灵山湾路'
630, '凤凰山路铁橛山路'
631, '凤凰山路问海路'
632, '凤凰岛'
633, '凤凰岛小学'
634, '凤凰庄'
635, '凤凰社区站'
636, '凤凰都'
637, '凤凰都站'
638, '凤墩'
639, '凤岗路'
640, '凤岭一路'
641, '凤岭一路东'
642, '凤岭一路嶺海中路'
643, '凤玉路珠山路'
644, '凰蹲山路海王路'
645, '刘公岛路市场'
646, '刘前村站'
647, '刘卜疃'
648, '刘卜疃站'
649, '刘家下庄'
650, '刘家下河'
651, '刘家台'
652, '刘家园'
653, '刘家园北'
654, '刘家园站'
655, '刘家大村站'
656, '刘家小水'
657, '刘家崖下南'
658, '刘家崖下站'
659, '刘家庄'
660, '刘家庄东'
661, '刘家庄社区'
662, '刘家庄站'
663, '刘家村'
664, '刘家村站'
665, '刘家横岭'
666, '刘家段河'
667, '刘家段河北'
668, '刘家疃'
669, '刘家社区站'
670, '刘家草泊'
671, '刘家营'
672, '刘家营天风北路'
673, '刘家营小区'
674, '刘新村'
675, '刘梅家庄'
676, '刘沟'
677, '刘沟站'
678, '创业中心'
679, '创业中心站'
680, '创业产业园'
681, '创业南路'
682, '创业大厦'
683, '创业大厦南'
684, '创城科技城西'
685, '创新科技城'
686, '创新科技城西'
687, '利津路'
688, '利津路汽车站'
689, '利津路辽宁路'
690, '别家'
691, '别家站'
692, '前二沟'
693, '前二沟前'
694, '前二沟北'
695, '前六汪'
696, '前六汪站'
697, '前古镇'
698, '前古镇西'
699, '前吉林站'
700, '前官庄'
701, '前尧站'
702, '前徐家庄'
703, '前徐家庄站'
704, '前旺疃'
705, '前旺疃西'
706, '前显沟'
707, '前松园'
708, '前桃林'
709, '前沙戈庄'
710, '前沟站'
711, '前海花园'
712, '前海花园东'
713, '前湾港'
714, '前湾港西门'
715, '前湾港路昆仑山路1'
716, '前湾港路江山路'
717, '前王站'
718, '前田'
719, '前田瑞阳路'
720, '前石沟'
721, '前程社区'
722, '前立柱'
723, '前立柱站'
724, '前老窝'
725, '前茂甲庄'
726, '前茂甲庄站'
727, '前草场'
728, '前草场站'
729, '前营'
730, '前车村'
731, '前辛庄'
732, '前辛庄站'
733, '前辛庄西'
734, '前进'
735, '前金'
736, '前金停车场'
737, '前韩家'
738, '前马连'
739, '前马连沟村'
740, '前马连社区东'
741, '前龙古'
742, '动投基金谷'
743, '动投壹中心'
744, '动漫产业园'
745, '动物园'
746, '动物园北门'
747, '劲松一路'
748, '劲松七路合肥路'
749, '劲松七路同安路'
750, '劲松七路滁州路'
751, '劲松七路滁州路站'
752, '劲松七路辽阳东路'
753, '劲松三路同兴路站'
754, '劲松三路滁州路站'
755, '劲松三路辽阳西路'
756, '劲松三路银川西路'
757, '劲松四路同和路'
758, '劲松四路辽阳西路'
759, '包头路小学'
760, '北七格庄'
761, '北九水'
762, '北仲小区'
763, '北仲路'
764, '北卧龙庄'
765, '北后楼'
766, '北后楼东'
767, '北后楼东站'
768, '北后楼社区'
769, '北头社区'
770, '北姜'
771, '北宅'
772, '北宅停车场'
773, '北宅科'
774, '北安办事处(西)'
775, '北安子'
776, '北寨'
777, '北寨东站'
778, '北屯'
779, '北山口'
780, '北岚'
781, '北岚路口'
782, '北岭'
783, '北岭人民路'
784, '北岭人民路站'
785, '北岭山森林公园'
786, '北岭杭州路'
787, '北崂'
788, '北师大附属学校'
789, '北庄'
790, '北庄扶'
791, '北张哥庄'
792, '北张新城'
793, '北村'
794, '北村西'
795, '北村西站'
796, '北杜村'
797, '北桃园'
798, '北泊子村'
799, '北泥'
800, '北海公园'
801, '北疃'
802, '北程'
803, '北程东'
804, '北船职工公寓'
805, '北船职工公寓站'
806, '北船重工'
807, '北苑风景'
808, '北茶商街'
809, '北里村'
810, '北门外'
811, '北门外站'
812, '北门里'
813, '北马家庄北'
814, '北马家庄站'
815, '北马连'
816, '北马连前'
817, '北高家庄'
818, '北高家庄东'
819, '北高家庄东站'
820, '北高家庄西'
821, '北龙口'
822, '北龙口西'
823, '区医院'
824, '医药公司'
825, '医药公司站'
826, '十中'
827, '十中站'
828, '十字路园'
829, '十字路园北'
830, '十梅庵'
831, '十梅庵停车场'
832, '十梅庵公园'
833, '十梅庵路南岭路'
834, '十梅庵路帅潮路站'
835, '十梅庵路文昌路站'
836, '十梅庵路重庆中路站'
837, '千佛山路阳江路'
838, '千家村'
839, '千禧国际村'
840, '千禧银杏苑'
841, '千禧银杏苑站'
842, '升平路小区'
843, '升平路小学'
844, '升平路永平路'
845, '升平路永年路'
846, '升平路永康路'
847, '午山'
848, '华世洁环保'
849, '华东百利酒庄'
850, '华东路锦业路'
851, '华东路锦暄路'
852, '华东路锦汇路'
853, '华严寺'
854, '华严路'
855, '华中路火炬路'
856, '华商'
857, '华商福地'
858, '华城路南站'
859, '华城路平阳路'
860, '华城路平阳路站'
861, '华塑机械'
862, '华安路东站'
863, '华安路书霞路'
864, '华安路王沙路'
865, '华安驾校'
866, '华安驾校站'
867, '华山医院'
868, '华山政府'
869, '华山站'
870, '华山联通'
871, '华强路岙东路站'
872, '华桥'
873, '华桥社区'
874, '华楼山'
875, '华泰新苑'
876, '华胥美邦'
877, '华胥美邦小区'
878, '华能'
879, '华裕·唐城'
880, '华裕·唐城站'
881, '华贯路丰年路'
882, '华贯路正阳西路'
883, '华贯路锦安路'
884, '华贯路锦荣路'
885, '华阳'
886, '华阳社区'
887, '华阳路安丘路'
888, '华阳路昌邑路'
889, '华阳路营口路'
890, '华阴北山'
891, '卓亭广场'
892, '单家街'
893, '南七格庄'
894, '南万'
895, '南丰路'
896, '南丰路四流南路站'
897, '南丰路萍乡路站'
898, '南九水路'
899, '南京路伊春路'
900, '南京路哈尔滨路'
901, '南京路如东路'
902, '南京路如东路站'
903, '南京路宁夏路1'
904, '南京路宁夏路2'
905, '南京路江西路'
906, '南京路西湖路'
907, '南京路闽江路'
908, '南关市场'
909, '南北屯'
910, '南北辛置'
911, '南卧龙庄'
912, '南坡'
913, '南城阳'
914, '南城阳社区'
915, '南埠后'
916, '南宅'
917, '南宅科'
918, '南寨'
919, '南寨社区'
920, '南寺站'
921, '南小庄站'
922, '南屋石'
923, '南屋石玉虹路'
924, '南屋石社区'
925, '南屯'
926, '南山公园'
927, '南山口'
928, '南岚'
929, '南岚路口'
930, '南岛小镇'
931, '南岛小镇东'
932, '南岛小镇西门'
933, '南岭'
934, '南岭沟'
935, '南岭沟西站'
936, '南岭站'
937, '南岭风情'
938, '南崂'
939, '南崂路黑龙江中路'
940, '南庄'
941, '南庄一'
942, '南庄东'
943, '南庄二'
944, '南庄华楼山路'
945, '南庄小区'
946, '南庄路口'
947, '南方家园'
948, '南方家园(朱诸路)'
949, '南昌路北站'
950, '南昌路瑞昌路'
951, '南昌路萍乡路'
952, '南昌路萍乡路1站'
953, '南昌路萍乡路2'
954, '南昌路萍乡路3站'
955, '南泥'
956, '南流路南站'
957, '南海路'
958, '南海路站'
959, '南渠'
960, '南港安置小区'
961, '南王家上流东川路'
962, '南王庄'
963, '南疃'
964, '南疃东'
965, '南疃社区'
966, '南窑'
967, '南窑东'
968, '南街'
969, '南街站'
970, '南辛庄'
971, '南选村'
972, '南邱家白庙'
973, '南长岭'
974, '南鞍子'
975, '南龙口'
976, '博瑞克'
977, '卜家庄'
978, '卜落林站'
979, '卢家官庄'
980, '卢家庄'
981, '卧棚'
982, '卧龙山庄百鸟园'
983, '卧龙山庄百鸟园站'
984, '卧龙村站'
985, '卧龙社区'
986, '卫东站'
987, '卫校'
988, '印江路'
989, '即发集团'
990, '即城界'
991, '即墨东方医院'
992, '即墨二中'
993, '即墨公交枢纽南站'
994, '即墨商城车站'
995, '即墨服装市场'
996, '即墨火车北站综合枢纽站'
997, '即墨电子信息城'
998, '即墨黄家营'
999, '双元路北站'
1000, '双元路文阳路'
1001, '双元路春阳路'
1002, '双元路正阳中路1'
1003, '双元路正阳中路2'
1004, '双元路河东路'
1005, '双元路裕园一路'
1006, '双元路鑫山路'
1007, '双凤山路玉锦路'
1008, '双台'
1009, '双埠环湾路站'
1010, '双墩'
1011, '双山'
1012, '双山宁乡支路'
1013, '双山馨城'
1014, '双峰'
1015, '双庙'
1016, '双星'
1017, '双星站'
1018, '双桥路元业路'
1019, '双桥路长顺路'
1020, '双珠公园'
1021, '双珠公园站'
1022, '双珠路'
1023, '双珠路地铁站'
1024, '双珠路地铁站西'
1025, '双语小学'
1026, '双语小学西校区'
1027, '发国集团'
1028, '发国集团站'
1029, '口腔医院'
1030, '古城顶'
1031, '古岛'
1032, '古庙头'
1033, '古早文化城'
1034, '古月山庄'
1035, '古镇'
1036, '古镇口地铁站'
1037, '古镇口地铁站东'
1038, '古镇口车辆基地'
1039, '古镇小学'
1040, '古镇营'
1041, '古镇营北'
1042, '古镇营站'
1043, '叫儿埠'
1044, '可乐石'
1045, '台东'
1046, '台东一路'
1047, '台东一路东光路'
1048, '台东八路'
1049, '台东八路大成路'
1050, '台东八路大成路站'
1051, '台东延安二路'
1052, '台东郭口路'
1053, '台南路'
1054, '台头'
1055, '台头东'
1056, '台子沟'
1057, '台子沟西'
1058, '台柳路常宁路'
1059, '台柳路开平路'
1060, '台柳路福州北路'
1061, '台柳路蚌埠路'
1062, '台柳路长沙路'
1063, '台湾路珠海路站'
1064, '台西三路贵州路'
1065, '台西头(灵芝山二路)'
1066, '台西头站'
1067, '史家泊子'
1068, '史家泊子社区站'
1069, '史家疃村'
1070, '合心路海月路'
1071, '合心路火炬路'
1072, '合肥路东宁路'
1073, '合肥路劲松三路'
1074, '合肥路宁安路'
1075, '合肥路富饶路'
1076, '合肥路深圳路'
1077, '吉湄村'
1078, '吉祥号家宴海鲜酒店'
1079, '同乐三路'
1080, '同安路'
1081, '同安路劲松五路'
1082, '同安路同乐三路'
1083, '同安路同福路站'
1084, '同安路燕岭路'
1085, '同安路翠岭路'
1086, '同安路辽阳东路'
1087, '同安路辽阳东路站'
1088, '同德路劲松一路'
1089, '同春公司'
1090, '同济医院'
1091, '同济医院站'
1092, '同盛苑'
1093, '同顺路北站'
1094, '同顺路合心路'
1095, '同顺路汇智桥路'
1096, '名仕家园'
1097, '名园路北站'
1098, '后古镇'
1099, '后古镇社区'
1100, '后官庄'
1101, '后寨'
1102, '后尹家沟'
1103, '后岚站'
1104, '后庄'
1105, '后徐家庄'
1106, '后徐家庄站'
1107, '后村'
1108, '后桃林'
1109, '后桃林东'
1110, '后桃林北'
1111, '后沙戈庄'
1112, '后海西'
1113, '后王站'
1114, '后疃'
1115, '后立柱'
1116, '后茂甲庄'
1117, '后草场'
1118, '后草场站'
1119, '后许家'
1120, '后辛庄'
1121, '后辛庄站'
1122, '后辛庄西'
1123, '后金'
1124, '后金观光园'
1125, '后马连沟村'
1126, '后高家横岭'
1127, '向荣村'
1128, '向阳'
1129, '向阳南'
1130, '向阳南站'
1131, '向阳小区'
1132, '向阳岭路'
1133, '向阳岭路凤凰山路'
1134, '向阳岭路凰蹲山路'
1135, '向阳社区南'
1136, '向阳站'
1137, '吕家大庄'
1138, '吕家屯'
1139, '君峰路书院路'
1140, '君峰路少山路'
1141, '君峰路虎山路'
1142, '君峰路金水路'
1143, '听溪园小区'
1144, '吴家村'
1145, '吴淞路陵县路'
1146, '周口路'
1147, '周口路开平路'
1148, '周口路洛阳路'
1149, '周哥庄'
1150, '周哥庄东'
1151, '周哥庄停车场'
1152, '周哥庄南'
1153, '周哥庄社区'
1154, '周哥庄西'
1155, '周家庄'
1156, '周家庄汇海路'
1157, '周家村'
1158, '周家河站'
1159, '周村'
1160, '周村东'
1161, '周村前'
1162, '周村西'
1163, '和兴路'
1164, '和兴路小区'
1165, '和平站'
1166, '和源路丰庆路'
1167, '和源路丰隆路'
1168, '和源路正阳西路'
1169, '和璧花园小区'
1170, '和达·梦想城'
1171, '和达中心城'
1172, '和达和城'
1173, '和达智慧生态城站'
1174, '和达璟城'
1175, '和阳路华城路'
1176, '和阳路江城路'
1177, '和阳路绣城路'
1178, '和阳路黑龙江北路'
1179, '哈尔滨工程大学'
1180, '哈尔滨工程大学东'
1181, '哈尔滨工程大学西'
1182, '哈尔滨路台柳路'
1183, '哈尔滨路台柳路1'
1184, '哈尔滨路台柳路2'
1185, '哈尔滨路清江路'
1186, '哈尔滨路鞍山路'
1187, '响水沟'
1188, '唐家庄'
1189, '唐家庄站'
1190, '唐山路兴国二路'
1191, '唐山路永平路'
1192, '唐山路社区'
1193, '唐山路重庆中路'
1194, '唐岛海岸'
1195, '唐岛湾国家湿地公园观景亭'
1196, '唐岛湾小区'
1197, '唐岛湾小区(唐岛湾A小区)'
1198, '唐岛湾路'
1199, '唐岛湾路东'
1200, '唐岛湾路东站'
1201, '唐岛湾路幼儿园'
1202, '唐岛湾路站'
1203, '唐河路镇平路'
1204, '商丘路开平路站'
1205, '商丘路洛阳路站'
1206, '商城'
1207, '商城站'
1208, '善家屯'
1209, '喜鹊山路'
1210, '喜鹊山路北'
1211, '喜鹊山路北站'
1212, '喜鹊山路南站'
1213, '喜鹊山路站'
1214, '嘉兴路'
1215, '嘉善路鞍山一路'
1216, '嘉宁路'
1217, '嘉宁路南'
1218, '嘉宁路站'
1219, '嘉定山'
1220, '嘉定路'
1221, '嘉定路东站'
1222, '嘉富路南'
1223, '嘉富路南站'
1224, '嘉富路灵山湾路'
1225, '嘉峪关路'
1226, '嘉祥路磁山路'
1227, '嘉里粮油公司'
1228, '嘉陵江东路东江路'
1229, '嘉陵江东路长江东路'
1230, '嘉陵江路小学'
1231, '四中队'
1232, '四季景园'
1233, '四季景园东'
1234, '四季景园东1'
1235, '四季景园东2'
1236, '四季花城'
1237, '四川路停车场'
1238, '四川路巨野路站'
1239, '四川路滋阳路'
1240, '四川路滋阳路2站'
1241, '四方'
1242, '四方2'
1243, '四方2站'
1244, '四方大酒店'
1245, '四方宣化路'
1246, '四方小学'
1247, '四方杭州路'
1248, '四方车辆研究所'
1249, '四水'
1250, '四流中支路'
1251, '四流中支路太原路'
1252, '四流中路兴华路'
1253, '四流中路兴华路站'
1254, '四流北路楼山路2站'
1255, '四流北路楼山路站'
1256, '四流北路永平路'
1257, '四流南路南丰路'
1258, '四流南路开封路'
1259, '四流南路开平路'
1260, '四舍'
1261, '团岛'
1262, '团岛台西一路'
1263, '团岛四川路'
1264, '团岛四川路2'
1265, '团岛站'
1266, '团岛贵州路'
